,good_loan
103613,1
78936,1
35624,1
59562,1
99202,1
95857,1
57611,1
67108,1
28266,1
20212,1
78884,1
102863,1
39828,1
119463,1
66479,1
760,1
85673,1
108857,1
108180,1
10075,1
36875,1
103597,1
16628,1
4304,1
27936,1
106097,1
77414,1
55830,1
54592,1
78580,1
86373,1
33312,1
50265,1
579,1
110086,1
46635,1
67383,1
78001,1
103261,1
78745,1
106933,1
53107,1
795,1
95496,1
67727,1
37781,1
105498,1
42674,1
3458,1
44113,1
31671,1
74689,1
64382,1
109077,1
114847,1
102694,1
102478,1
14462,1
108592,1
105005,1
62323,1
93392,1
76282,1
5501,1
71476,1
22211,1
26126,1
29238,1
52731,1
70563,1
104064,1
3086,1
108318,1
11434,1
72975,1
116536,1
4232,1
82738,1
99464,1
78191,1
39791,1
25852,1
82129,1
97787,1
17572,1
15458,1
97856,1
9079,1
106808,1
108492,1
42949,1
104494,1
77490,1
67962,1
84714,1
29893,1
99820,1
109737,1
109382,1
52515,1
37238,1
29179,1
46232,1
64324,1
77701,1
94064,1
21799,1
40987,1
6439,1
76802,1
102743,1
54905,1
85661,1
106128,1
37255,1
113171,1
82434,1
89633,1
72286,1
57009,1
105453,1
90770,1
73143,1
96551,1
105172,1
60239,1
96421,1
6211,1
100367,1
32815,1
43741,1
20575,1
37552,1
110466,1
85020,1
26079,1
57710,1
29813,1
67636,1
18293,1
54881,1
43457,1
90554,1
94021,1
79401,1
96454,1
107489,1
115968,1
75885,1
112744,1
103150,1
49312,1
81805,1
41709,1
5229,1
103229,1
105913,1
99016,1
113434,1
61530,1
95442,1
23037,1
16040,1
83666,1
63257,1
77010,1
119378,1
98199,1
13538,1
44367,1
30862,1
93877,1
4335,1
109340,1
27214,1
49377,1
72298,1
2592,1
51233,1
51170,1
11217,1
46902,1
102077,1
60036,1
93995,1
74832,1
90206,1
53573,1
73727,1
81108,1
22590,1
97830,1
17401,1
109726,1
50584,1
112035,1
52703,1
93186,1
3964,1
40913,1
105360,1
40532,1
16531,1
114575,1
19479,1
84105,1
34962,1
74061,1
89048,1
86536,1
103351,1
39758,1
11322,1
27606,1
31291,1
48227,1
37088,1
16726,1
20412,1
14461,1
20636,1
42866,1
100132,1
85381,1
33986,1
96508,1
84826,1
75686,1
84864,1
119097,1
46866,1
23505,1
11473,1
46792,1
29860,1
77008,1
32862,1
59764,1
86988,1
24011,1
102984,1
23697,1
17886,1
79430,1
111081,1
33739,1
76074,1
79717,1
26184,1
32101,1
9405,1
66461,1
12345,1
53334,1
99427,1
109174,1
19436,1
67610,1
20317,1
80834,1
91178,1
61957,1
63742,1
66268,1
71917,1
51818,1
78055,1
57085,1
40186,1
90618,1
64108,1
56416,1
103362,1
118398,1
30243,1
24429,1
117595,1
76011,1
49823,1
93591,1
99570,1
64102,1
41078,1
77695,1
45464,1
47324,1
5765,1
30126,1
9206,1
85236,1
34598,1
10173,1
43197,1
31304,1
8086,1
63743,1
71817,1
89355,1
100656,1
102479,1
87822,1
103295,1
38349,1
83707,1
19279,1
109601,1
108015,1
80291,1
38620,1
89114,1
38102,1
63639,1
79954,1
96472,1
50215,1
110795,1
70329,1
79388,1
93520,1
6035,1
13720,1
69573,1
92716,1
78811,1
68381,1
34241,1
69661,1
102538,1
7544,1
20081,1
88309,1
2183,1
62082,1
17871,1
33581,1
29309,1
91605,1
44153,1
79495,1
110965,1
69711,1
39335,1
33641,1
14837,1
62591,1
109419,1
42927,1
32716,1
85594,1
104745,1
113300,1
100240,1
40998,1
11553,1
85008,1
117905,1
43759,1
105424,1
8094,1
114055,1
103616,1
12499,1
117901,1
103267,1
42107,1
76889,1
18064,1
34542,1
27006,1
83447,1
23338,1
24979,1
35315,1
6351,1
56499,1
119154,1
104227,1
103354,1
22061,1
117514,1
89075,1
59980,1
35002,1
50324,1
4031,1
116557,1
102135,1
17243,1
105277,1
16118,1
48485,1
54385,1
20633,1
87505,1
6353,1
16208,1
52187,1
94866,1
68482,1
43356,1
116509,1
98682,1
36642,1
40929,1
10952,1
1500,1
16494,1
49522,1
113094,1
92110,1
56727,1
75355,1
64755,1
114336,1
5761,1
45298,1
114394,1
118379,1
49978,1
31242,1
16243,1
88982,1
70466,1
102118,1
77521,1
52456,1
104709,1
48673,1
72387,1
26480,1
88884,1
85631,1
72051,1
417,1
117382,1
58920,1
96752,1
19465,1
33873,1
65903,1
41178,1
52946,1
35931,1
57402,1
112989,1
79389,1
3537,1
96480,1
106227,1
94960,1
15183,1
24486,1
37385,1
55327,1
3095,1
42003,1
13768,1
105717,1
62828,1
87716,1
36080,1
7909,1
81414,1
13414,1
95466,1
100160,1
105292,1
84821,1
33495,1
55085,1
95121,1
36299,1
82201,1
96185,1
103405,1
75490,1
89265,1
58768,1
3140,1
80939,1
93002,1
42131,1
106443,1
63451,1
28920,1
70916,1
40217,1
51472,1
18665,1
46707,1
106239,1
46662,1
81545,1
109692,1
113857,1
30295,1
36500,1
35674,1
40330,1
65604,1
50833,1
25316,1
114823,1
11790,1
113150,1
5397,1
31197,1
30526,1
66205,1
110913,1
35920,1
28449,1
56686,1
40355,1
67299,1
47062,1
97775,1
59699,1
65101,1
19539,1
119606,1
101200,1
33123,1
102766,1
63476,1
86734,1
82284,1
32830,1
44664,1
29887,1
68697,1
72686,1
84597,1
32504,1
53672,1
50054,1
85368,1
32475,1
1316,1
11240,1
63263,1
78345,1
22778,1
74587,1
14815,1
997,1
34849,1
110726,1
65986,1
72368,1
3322,1
95979,1
101226,1
4714,1
33660,1
69477,1
66717,1
71254,1
118237,1
13047,1
51476,1
52977,1
116110,1
64704,1
32254,1
119661,1
32090,1
52759,1
99334,1
69889,1
25943,1
36130,1
116546,1
86461,1
81845,1
116506,1
97444,1
3854,1
88059,1
2148,1
12945,1
71454,1
7626,1
76423,1
117567,1
56142,1
31460,1
64840,1
100781,1
53764,1
100112,1
64823,1
39943,1
45907,1
16354,1
66996,1
1716,1
32597,1
48539,1
5476,1
110784,1
98846,1
52542,1
6971,1
94540,1
7957,1
113203,1
2795,1
1175,1
79844,1
30217,1
66136,1
5594,1
106475,1
47971,1
62232,1
45967,1
112043,1
49848,1
63168,1
67124,1
62821,1
6733,1
27698,1
18661,1
47467,1
16127,1
21299,1
58756,1
67995,1
66150,1
88796,1
108065,1
61996,1
52847,1
108604,1
23645,1
67858,1
118565,1
93968,1
97952,1
16470,1
96266,1
5224,1
6963,1
61813,1
67042,1
70248,1
17904,1
57489,1
28448,1
86644,1
8558,1
82606,1
95180,1
100474,1
57464,1
11105,1
84073,1
39409,1
71337,1
82421,1
3736,1
25910,1
31418,1
95771,1
6459,1
99393,1
3526,1
17910,1
99507,1
9641,1
46526,1
93192,1
13711,1
97499,1
55452,1
33187,1
53840,1
112900,1
112213,1
62487,1
94970,1
100873,1
60293,1
14734,1
49520,1
96347,1
118431,1
71614,1
40324,1
58839,1
51924,1
108715,1
55824,1
80408,1
112811,1
58689,1
40304,1
52927,1
95685,1
47622,1
63355,1
96374,1
113714,1
105867,1
115975,1
36175,1
115918,1
38216,1
103587,1
115930,1
83048,1
28325,1
88811,1
52926,1
55461,1
82703,1
119162,1
32003,1
4919,1
55816,1
20846,1
95570,1
63794,1
89378,1
96611,1
8504,1
80085,1
115324,1
31480,1
9536,1
87412,1
22126,1
28022,1
77093,1
105414,1
56260,1
33529,1
53060,1
30288,1
61263,1
20422,1
103439,1
44118,1
113620,1
66650,1
69505,1
32362,1
42342,1
33125,1
91466,1
78134,1
65059,1
31628,1
26549,1
60454,1
100406,1
49862,1
78136,1
3274,1
13713,1
69961,1
55841,1
48674,1
89455,1
71352,1
37594,1
102293,1
61854,1
6511,1
8353,1
101741,1
23890,1
92564,1
80747,1
106010,1
45128,1
47060,1
1404,1
27023,1
7043,1
116561,1
40458,1
94003,1
43712,1
67247,1
82829,1
89505,1
70003,1
95881,1
56456,1
23161,1
1660,1
113427,1
100171,1
1185,1
6535,1
36118,1
60589,1
3886,1
7902,1
3935,1
77494,1
34257,1
105625,1
53785,1
98703,1
10360,1
105984,1
49257,1
78587,1
77505,1
13719,1
36216,1
61174,1
99634,1
6071,1
98581,1
36735,1
102449,1
4163,1
96172,1
102120,1
5516,1
36811,1
99051,1
37147,1
64895,1
75301,1
108844,1
69216,1
48782,1
27603,1
18806,1
112650,1
82952,1
97405,1
60648,1
52799,1
41887,1
17444,1
7967,1
42964,1
30372,1
66233,1
77469,1
54748,1
1770,1
25614,1
94961,1
84112,1
51043,1
35591,1
39276,1
112898,1
39042,1
112692,1
13973,1
40603,1
76588,1
69855,1
60406,1
23516,1
48316,1
109770,1
76300,1
54995,1
94273,1
80985,1
74719,1
37180,1
100217,1
79642,1
119387,1
116281,1
67958,1
83854,1
41397,1
48563,1
76881,1
98417,1
14566,1
57673,1
104305,1
13801,1
987,1
74567,1
12902,1
60783,1
37937,1
66861,1
12380,1
14451,1
77650,1
52338,1
99544,1
92403,1
32951,1
51938,1
50656,1
88968,1
35124,1
83069,1
95649,1
91628,1
18044,1
33856,1
77982,1
37368,1
7713,1
82127,1
95577,1
40807,1
15261,1
100721,1
24125,1
71981,1
66299,1
25734,1
26305,1
35466,1
37577,1
25832,1
115695,1
95006,1
31323,1
103948,1
7950,1
107585,1
5117,1
95090,1
69145,1
29612,1
3111,1
42465,1
60002,1
94103,1
28152,1
29067,1
117511,1
87460,1
102592,1
60179,1
5253,1
21465,1
50627,1
2783,1
79573,1
1291,1
86071,1
59377,1
27911,1
80264,1
86578,1
20591,1
36480,1
50753,1
22687,1
87379,1
111566,1
95412,1
28875,1
33750,1
24150,1
62100,1
87600,1
85615,1
47980,1
43436,1
82090,1
59117,1
62722,1
41390,1
19635,1
118322,1
43780,1
111573,1
56453,1
107250,1
61859,1
103550,1
16786,1
56687,1
106777,1
44314,1
26517,1
12052,1
24853,1
103117,1
112879,1
95865,1
60418,1
35143,1
2689,1
98220,1
22805,1
5764,1
46381,1
7542,1
98267,1
16157,1
106009,1
18313,1
110311,1
5418,1
5208,1
98157,1
72255,1
119380,1
92707,1
7855,1
12574,1
31371,1
111382,1
21835,1
8526,1
31736,1
89201,1
93658,1
51382,1
62839,1
17723,1
95929,1
45295,1
24523,1
44749,1
80237,1
19841,1
104790,1
111445,1
69913,1
44613,1
109967,1
22080,1
98935,1
70099,1
10086,1
99097,1
116673,1
92,1
110362,1
119533,1
30812,1
84934,1
77909,1
48130,1
54080,1
4677,1
27842,1
1621,1
108786,1
62878,1
72798,1
66723,1
81484,1
32,1
24254,1
24518,1
9465,1
67516,1
106715,1
54947,1
54772,1
25046,1
90164,1
13737,1
50837,1
1393,1
117222,1
13962,1
77480,1
101617,1
76295,1
103979,1
5199,1
88913,1
32521,1
36117,1
107416,1
87567,1
53762,1
58391,1
23966,1
99755,1
620,1
11699,1
115410,1
82187,1
45146,1
31406,1
31785,1
78896,1
78294,1
110805,1
64465,1
97753,1
33433,1
105554,1
29125,1
91221,1
19658,1
72846,1
4324,1
54869,1
66416,1
109502,1
87724,1
87390,1
1002,1
69491,1
63104,1
62763,1
37865,1
71608,1
46828,1
13062,1
61312,1
103241,1
30311,1
56394,1
74425,1
11094,1
114408,1
105705,1
83189,1
28535,1
118393,1
52906,1
14430,1
64647,1
25301,1
107944,1
115059,1
21324,1
64374,1
115785,1
84343,1
28615,1
77286,1
50902,1
91978,1
85071,1
40704,1
750,1
96638,1
108024,1
985,1
41941,1
46671,1
76402,1
2952,1
28547,1
12545,1
42892,1
47711,1
90221,1
103953,1
78277,1
14943,1
88482,1
79655,1
34527,1
38227,1
26882,1
82826,1
7903,1
3368,1
91166,1
20759,1
80589,1
6563,1
75650,1
37568,1
66397,1
33650,1
79535,1
31309,1
19639,1
69070,1
116791,1
69974,1
69314,1
7404,1
17034,1
65676,1
6942,1
41358,1
108419,1
56998,1
108353,1
98100,1
102674,1
20321,1
28287,1
103810,1
86081,1
76040,1
15658,1
14009,1
97694,1
22625,1
40316,1
116776,1
37347,1
94219,1
100706,1
73250,1
17496,1
73075,1
73815,1
12811,1
82041,1
92739,1
106049,1
118384,1
26349,1
100431,1
24488,1
101620,1
104718,1
41088,1
70507,1
35512,1
11244,1
9073,1
74799,1
103622,1
99665,1
106145,1
53702,1
7899,1
25548,1
34279,1
55381,1
18089,1
15418,1
101852,1
89642,1
37304,1
67248,1
26302,1
98623,1
109739,1
21161,1
27917,1
101004,1
110208,1
60199,1
84654,1
68736,1
40368,1
24587,1
99505,1
16554,1
47540,1
61189,1
13787,1
68630,1
36059,1
77753,1
89077,1
55851,1
651,1
84258,1
104217,1
54955,1
47039,1
21897,1
74076,1
16685,1
117019,1
32838,1
20682,1
117111,1
48815,1
26136,1
68752,1
38361,1
43511,1
4434,1
48866,1
81943,1
113052,1
115816,1
91266,1
57180,1
110184,1
50796,1
104624,1
17717,1
34874,1
98498,1
105868,1
107085,1
10809,1
37021,1
105799,1
99216,1
71820,1
32377,1
65134,1
26531,1
25273,1
55610,1
22835,1
9656,1
21144,1
105798,1
53733,1
72519,1
23449,1
81824,1
35348,1
119806,1
84367,1
6512,1
76598,1
119432,1
35180,1
89715,1
111857,1
18234,1
87120,1
8072,1
114986,1
114536,1
28083,1
36324,1
15989,1
22563,1
110589,1
50342,1
49067,1
95778,1
110067,1
23999,1
5527,1
51820,1
45365,1
74199,1
49874,1
23640,1
29065,1
25814,1
87665,1
92604,1
92304,1
114742,1
74473,1
112429,1
71560,1
36102,1
34087,1
119268,1
25810,1
74998,1
44023,1
107707,1
64473,1
84255,1
84744,1
22897,1
14679,1
32696,1
8214,1
64582,1
113103,1
45758,1
11690,1
12729,1
114766,1
36007,1
69133,1
38655,1
34448,1
33519,1
84131,1
60952,1
12631,1
85764,1
83634,1
78845,1
49613,1
20234,1
55659,1
91398,1
1943,1
108085,1
24347,1
24976,1
7714,1
6794,1
42055,1
6717,1
89096,1
81734,1
102143,1
116658,1
82820,1
48587,1
101234,1
77192,1
14501,1
119780,1
95630,1
94053,1
95037,1
30732,1
113011,1
72190,1
10243,1
13098,1
86307,1
58818,1
64804,1
36921,1
68061,1
69106,1
75459,1
2071,1
66469,1
48071,1
37694,1
56099,1
94352,1
29863,1
8440,1
7099,1
53944,1
5449,1
56599,1
47236,1
74224,1
93711,1
27167,1
93922,1
32622,1
39459,1
117589,1
34412,1
130,1
118317,1
4426,1
111091,1
4472,1
104070,1
70825,1
14153,1
92821,1
59662,1
21934,1
54261,1
36354,1
51061,1
27475,1
116552,1
93988,1
16424,1
71581,1
14144,1
26122,1
73498,1
12579,1
87444,1
62459,1
2497,1
31490,1
96451,1
57928,1
103422,1
29571,1
90978,1
1503,1
109639,1
105750,1
83097,1
117068,1
48400,1
44836,1
98027,1
62213,1
65778,1
30223,1
100610,1
15216,1
8351,1
100806,1
6996,1
38890,1
97453,1
5597,1
51321,1
27503,1
25971,1
115666,1
104339,1
115224,1
71243,1
113019,1
18679,1
66247,1
111764,1
19578,1
21635,1
35871,1
67459,1
22580,1
55414,1
88792,1
85572,1
81941,1
38148,1
107098,1
60578,1
68558,1
35354,1
68821,1
46466,1
104871,1
12691,1
29287,1
10070,1
86906,1
36076,1
74665,1
62532,1
94576,1
1878,1
66376,1
69779,1
62918,1
56733,1
74818,1
4526,1
26502,1
82719,1
298,1
110120,1
23826,1
116950,1
69670,1
43135,1
96619,1
35125,1
109680,1
61517,1
21630,1
59009,1
109161,1
64062,1
47713,1
31905,1
22539,1
80758,1
50440,1
78477,1
102896,1
54515,1
96565,1
76308,1
40431,1
74915,1
39439,1
72706,1
39523,1
71459,1
36543,1
103524,1
44603,1
17231,1
66212,1
119477,1
114672,1
110661,1
29980,1
94598,1
110134,1
54698,1
84726,1
3007,1
44111,1
45871,1
44215,1
40935,1
84825,1
33544,1
114621,1
4947,1
108926,1
77321,1
53482,1
94109,1
814,1
95157,1
38186,1
1212,1
24162,1
18667,1
38947,1
31024,1
89313,1
114514,1
88313,1
3256,1
98079,1
90894,1
62703,1
93214,1
117320,1
89613,1
43073,1
54708,1
64181,1
58570,1
66207,1
25479,1
40548,1
112861,1
3123,1
110854,1
24973,1
76099,1
89971,1
91875,1
1111,1
51641,1
41204,1
32266,1
104557,1
67448,1
45240,1
99181,1
55918,1
93024,1
1397,1
85862,1
48626,1
103583,1
44608,1
97551,1
85213,1
74789,1
58646,1
86,1
115061,1
78280,1
28066,1
89006,1
108916,1
75090,1
2931,1
84557,1
98516,1
1995,1
28798,1
81165,1
82773,1
53367,1
41625,1
64176,1
108441,1
69287,1
34365,1
40022,1
35577,1
98191,1
10466,1
50852,1
37855,1
18845,1
2709,1
61975,1
7986,1
104843,1
17078,1
49406,1
56349,1
32709,1
108431,1
107156,1
37291,1
5983,1
101643,1
7001,1
68805,1
115995,1
80467,1
68383,1
71407,1
98512,1
91564,1
56138,1
29162,1
1648,1
100947,1
44369,1
52425,1
108095,1
95154,1
15248,1
96598,1
23056,1
103675,1
57758,1
39668,1
88624,1
72064,1
81788,1
23796,1
82277,1
86313,1
43586,1
81111,1
13474,1
28399,1
40489,1
60934,1
84029,1
79559,1
72114,1
7104,1
37013,1
115528,1
103335,1
76105,1
91355,1
72671,1
97261,1
49600,1
14533,1
11796,1
70350,1
111134,1
39980,1
76615,1
112731,1
94195,1
15071,1
119419,1
67289,1
50003,1
96310,1
20939,1
36634,1
20424,1
37997,1
102502,1
65005,1
110132,1
77254,1
80852,1
100177,1
80118,1
70942,1
117686,1
49800,1
5861,1
40594,1
13259,1
19386,1
65867,1
96138,1
110226,1
74339,1
50846,1
1227,1
104107,1
66064,1
110918,1
119705,1
5730,1
50996,1
14468,1
44893,1
59449,1
19152,1
28974,1
44502,1
20756,1
17116,1
75703,1
76086,1
29229,1
95381,1
23951,1
1160,1
74676,1
109141,1
42312,1
18133,1
52858,1
69431,1
20466,1
74235,1
99244,1
7012,1
38367,1
115803,1
2036,1
57655,1
11946,1
83468,1
58046,1
31529,1
108918,1
34856,1
51385,1
101963,1
34247,1
34607,1
69721,1
86581,1
61434,1
14032,1
104584,1
516,1
30365,1
22380,1
17951,1
107048,1
395,1
98576,1
33908,1
23203,1
32757,1
92251,1
29106,1
2476,1
41925,1
97680,1
18891,1
28006,1
63628,1
9730,1
100742,1
115325,1
83237,1
94703,1
116734,1
116307,1
104250,1
36643,1
63718,1
51475,1
105007,1
9086,1
43006,1
106776,1
55010,1
44181,1
106100,1
108944,1
81303,1
83228,1
109111,1
24417,1
10139,1
7430,1
11087,1
113104,1
72152,1
45930,1
25723,1
116979,1
65579,1
7753,1
112252,1
72956,1
95249,1
96207,1
65359,1
15249,1
35404,1
23192,1
118989,1
27939,1
4143,1
9252,1
106744,1
46747,1
54967,1
34281,1
5793,1
114647,1
93587,1
94416,1
105521,1
19817,1
52627,1
83894,1
114857,1
34256,1
91182,1
87128,1
21456,1
71947,1
79490,1
76442,1
48470,1
110680,1
95419,1
29960,1
11400,1
16567,1
49987,1
79669,1
88808,1
71793,1
14705,1
46368,1
72783,1
12288,1
23405,1
81563,1
79850,1
105372,1
73017,1
19219,1
5355,1
40384,1
115623,1
29777,1
36552,1
17636,1
31370,1
98537,1
111669,1
105329,1
772,1
80993,1
71305,1
16603,1
77312,1
95109,1
58073,1
11450,1
53226,1
44972,1
115506,1
92504,1
85612,1
45437,1
23473,1
8002,1
10161,1
2467,1
43228,1
11902,1
6162,1
43434,1
106193,1
20616,1
29058,1
9351,1
43461,1
111465,1
16215,1
98189,1
37971,1
81262,1
66476,1
61764,1
20415,1
81748,1
92632,1
19212,1
10652,1
88621,1
63233,1
106590,1
102013,1
53383,1
859,1
54764,1
92726,1
52294,1
10312,1
25690,1
90870,1
98564,1
119008,1
11584,1
28923,1
38760,1
84542,1
92643,1
102331,1
31431,1
18686,1
10648,1
87545,1
2786,1
70199,1
39866,1
39271,1
84071,1
8289,1
65183,1
105255,1
34984,1
82656,1
106012,1
20725,1
28057,1
109643,1
111385,1
102755,1
93507,1
92319,1
44236,1
56266,1
33078,1
64132,1
38455,1
50928,1
38966,1
69786,1
16432,1
118469,1
104499,1
26896,1
68961,1
103730,1
83350,1
45531,1
42561,1
53551,1
1608,1
49512,1
116724,1
54587,1
9355,1
44465,1
2319,1
31051,1
72991,1
112880,1
39379,1
101582,1
45060,1
32289,1
34529,1
88663,1
38772,1
67842,1
87615,1
46774,1
92088,1
104180,1
93098,1
108989,1
42988,1
111045,1
50528,1
42092,1
68920,1
90861,1
104658,1
45565,1
90174,1
102363,1
41235,1
115788,1
52358,1
54486,1
55301,1
30065,1
47694,1
62879,1
111635,1
84439,1
55953,1
106773,1
106212,1
38139,1
73048,1
94319,1
65800,1
26014,1
8122,1
85912,1
100712,1
37135,1
65860,1
7493,1
3539,1
110952,1
3455,1
115945,1
76987,1
45261,1
5275,1
89808,1
81454,1
99121,1
30590,1
37396,1
80119,1
48928,1
25552,1
63685,1
27217,1
20331,1
73232,1
69344,1
117676,1
105470,1
50269,1
685,1
90874,1
80392,1
22001,1
109102,1
108966,1
26328,1
103463,1
100953,1
51278,1
39742,1
16260,1
119407,1
29054,1
105741,1
45198,1
44623,1
32041,1
8636,1
79621,1
76315,1
66054,1
11003,1
104825,1
17513,1
51838,1
72933,1
7953,1
7239,1
39768,1
112510,1
53101,1
62050,1
57035,1
76580,1
13649,1
39070,1
24309,1
84192,1
42348,1
19591,1
57419,1
28157,1
45089,1
7215,1
80929,1
77441,1
100526,1
81061,1
31853,1
3541,1
62338,1
96232,1
87953,1
116082,1
29462,1
80928,1
38949,1
14467,1
92346,1
5169,1
99978,1
2896,1
50253,1
69094,1
95777,1
39164,1
113630,1
77345,1
112093,1
54442,1
47933,1
94191,1
81002,1
49812,1
86331,1
99825,1
101836,1
116740,1
39088,1
43809,1
21931,1
70668,1
93134,1
96418,1
20829,1
82021,1
23811,1
56578,1
10855,1
60691,1
15809,1
21098,1
53442,1
101818,1
102715,1
51853,1
102391,1
73991,1
90925,1
76288,1
90223,1
45631,1
92686,1
98684,1
116973,1
31121,1
72859,1
69279,1
117846,1
101525,1
63691,1
62555,1
83869,1
73361,1
26152,1
35950,1
80041,1
69808,1
34151,1
51551,1
48064,1
30604,1
81557,1
37293,1
34039,1
6592,1
91126,1
27237,1
79420,1
110826,1
99455,1
52951,1
13961,1
58124,1
4997,1
59062,1
3335,1
19377,1
51561,1
112233,1
31289,1
57382,1
5949,1
8804,1
3912,1
48586,1
73463,1
43770,1
101079,1
95899,1
32100,1
37164,1
109585,1
63944,1
69733,1
101788,1
29154,1
97355,1
111154,1
89404,1
44718,1
34078,1
109675,1
56965,1
93693,1
1094,1
4340,1
24332,1
89606,1
14775,1
27432,1
78829,1
61395,1
22424,1
17923,1
69549,1
110628,1
50842,1
94821,1
92449,1
84114,1
5120,1
51488,1
40797,1
38154,1
30215,1
78663,1
4890,1
9727,1
96339,1
5044,1
48150,1
74152,1
24610,1
62023,1
44070,1
118541,1
118604,1
42905,1
103514,1
116667,1
19202,1
93427,1
104440,1
71851,1
26273,1
26295,1
81535,1
96670,1
73233,1
30904,1
42759,1
61392,1
56732,1
20144,1
78953,1
114318,1
79729,1
82258,1
92654,1
85645,1
74503,1
31784,1
10011,1
46965,1
90511,1
75969,1
93937,1
17799,1
44076,1
21683,1
119242,1
65876,1
61103,1
12283,1
74009,1
23394,1
97177,1
52020,1
94779,1
11515,1
56983,1
105558,1
35654,1
109471,1
96905,1
35732,1
65818,1
41227,1
116748,1
77683,1
31724,1
26552,1
42593,1
97501,1
4207,1
55863,1
87039,1
5703,1
30753,1
16149,1
91440,1
81059,1
81787,1
3318,1
114939,1
25995,1
14656,1
43820,1
112114,1
2711,1
32773,1
31115,1
17357,1
24476,1
48520,1
31686,1
26621,1
50301,1
9920,1
15293,1
1340,1
74307,1
45405,1
15673,1
49729,1
87687,1
98659,1
84288,1
115023,1
15465,1
67583,1
106655,1
117428,1
81585,1
94258,1
85315,1
33403,1
46297,1
118452,1
112486,1
42710,1
49920,1
34957,1
60399,1
51374,1
75131,1
34391,1
106180,1
107865,1
7065,1
110766,1
98712,1
78430,1
19660,1
9204,1
109259,1
109058,1
29500,1
93684,1
89697,1
14527,1
74481,1
116920,1
76327,1
103933,1
74961,1
39979,1
108177,1
112719,1
54194,1
4553,1
27400,1
67903,1
94369,1
22703,1
91500,1
58922,1
86834,1
119094,1
65299,1
71038,1
9091,1
39433,1
10105,1
112643,1
72899,1
67373,1
12200,1
81994,1
13694,1
9406,1
46395,1
69705,1
112857,1
47905,1
66389,1
92376,1
4711,1
42381,1
83689,1
19334,1
52210,1
27615,1
4246,1
81134,1
38258,1
78027,1
46042,1
91509,1
62716,1
87119,1
111686,1
5976,1
42273,1
31609,1
98566,1
79300,1
114074,1
102569,1
87866,1
12892,1
54459,1
21160,1
86024,1
108078,1
6507,1
76359,1
11074,1
66219,1
102627,1
7240,1
31090,1
17543,1
72825,1
96081,1
88671,1
103490,1
92289,1
111558,1
61384,1
15185,1
115802,1
58674,1
3379,1
1031,1
112993,1
107133,1
13024,1
54639,1
106626,1
44877,1
8895,1
30071,1
60640,1
884,1
54067,1
14793,1
76424,1
64417,1
30068,1
50643,1
72995,1
28965,1
112371,1
7176,1
62604,1
43700,1
49562,1
82485,1
49815,1
106579,1
14200,1
46928,1
20013,1
3681,1
17624,1
58657,1
103693,1
80753,1
30010,1
32802,1
33212,1
100733,1
95990,1
99740,1
52727,1
55428,1
56589,1
51824,1
25190,1
19064,1
37078,1
102180,1
72544,1
77564,1
55565,1
74465,1
12498,1
62606,1
115170,1
101164,1
90331,1
25471,1
21149,1
68158,1
73994,1
76742,1
2946,1
29870,1
14603,1
84775,1
64468,1
11028,1
91861,1
100911,1
5931,1
95673,1
6586,1
59546,1
96897,1
66306,1
94746,1
33828,1
84277,1
84013,1
68492,1
116250,1
62620,1
66916,1
47877,1
56901,1
112161,1
106480,1
11000,1
39686,1
63305,1
115429,1
96689,1
90757,1
23207,1
104392,1
105009,1
46486,1
59820,1
82295,1
2903,1
28331,1
25541,1
6788,1
14230,1
31507,1
27273,1
56637,1
59670,1
27007,1
56999,1
116812,1
111296,1
11301,1
104487,1
18898,1
1240,1
1033,1
29015,1
23700,1
59380,1
110645,1
72923,1
66519,1
66125,1
47492,1
64783,1
29811,1
86848,1
16283,1
33732,1
56758,1
98881,1
70725,1
47698,1
98147,1
98121,1
69764,1
110606,1
17083,1
43213,1
50784,1
55584,1
93669,1
39989,1
23698,1
41164,1
88146,1
74535,1
13286,1
30045,1
39798,1
108084,1
33157,1
90489,1
92175,1
9563,1
16715,1
41015,1
106666,1
94673,1
21483,1
73347,1
60807,1
110638,1
68217,1
22300,1
40581,1
39763,1
28996,1
83712,1
96714,1
52481,1
113286,1
56189,1
28475,1
41167,1
99577,1
64923,1
83049,1
88604,1
28587,1
101043,1
73260,1
88778,1
95130,1
13471,1
91229,1
43362,1
732,1
33551,1
47369,1
54788,1
24250,1
13990,1
12412,1
89403,1
89561,1
44308,1
111068,1
71544,1
107820,1
90016,1
40766,1
30974,1
112769,1
45971,1
52589,1
71938,1
95710,1
57294,1
77952,1
41434,1
115395,1
11193,1
64313,1
12622,1
99529,1
10587,1
74542,1
87837,1
67096,1
77261,1
4975,1
55999,1
2510,1
89409,1
98817,1
71103,1
60870,1
23555,1
44868,1
16584,1
50165,1
114494,1
80375,1
29312,1
88940,1
7071,1
5205,1
118441,1
61380,1
109646,1
42956,1
67655,1
68502,1
9540,1
114119,1
59363,1
40918,1
102587,1
69682,1
111478,1
113022,1
66651,1
8401,1
10054,1
82956,1
44559,1
70615,1
101051,1
52403,1
5959,1
100829,1
5519,1
94406,1
53519,1
63327,1
75017,1
25060,1
52777,1
53003,1
35977,1
8748,1
60272,1
76548,1
90373,1
92414,1
111461,1
41626,1
31392,1
41142,1
71438,1
115010,1
97947,1
25592,1
20596,1
